pod_name,,state,reason,cpu_activity
active-15,5,ACTIVE,low_cpu_activity_1h,0.001
active-15,6,ACTIVE,low_cpu_activity_1h,0.001
active-15,7,ACTIVE,low_cpu_activity_1h,0.001
active-15,8,ACTIVE,low_cpu_activity_1h,0.001
active-15,9,ACTIVE,low_cpu_activity_1h,0.001
active-16,0,IDLE,cpu_activity_None,
active-16,1,ACTIVE,low_cpu_activity_1h,0.001
active-16,2,ACTIVE,low_cpu_activity_1h,0.001
active-16,3,ACTIVE,low_cpu_activity_1h,0.001
active-16,4,ACTIVE,low_cpu_activity_1h,0.001
active-16,5,ACTIVE,low_cpu_activity_1h,0.001
active-16,6,ACTIVE,low_cpu_activity_1h,0.001
active-16,7,ACTIVE,low_cpu_activity_1h,0.001
active-16,8,ACTIVE,low_cpu_activity_1h,0.001
active-16,9,ACTIVE,low_cpu_activity_1h,0.001
active-17,0,IDLE,cpu_activity_None,
active-17,1,ACTIVE,low_cpu_activity_1h,0.001
active-17,2,ACTIVE,low_cpu_activity_1h,0.001
active-17,3,ACTIVE,low_cpu_activity_1h,0.001
active-17,4,ACTIVE,low_cpu_activity_1h,0.001
active-17,5,ACTIVE,low_cpu_activity_1h,0.001
active-17,6,ACTIVE,low_cpu_activity_1h,0.001
active-17,7,ACTIVE,low_cpu_activity_1h,0.001
active-17,8,ACTIVE,low_cpu_activity_1h,0.001
active-17,9,ACTIVE,low_cpu_activity_1h,0.001
active-18,0,IDLE,cpu_activity_None,
active-18,1,ACTIVE,low_cpu_activity_1h,0.001
active-18,2,ACTIVE,low_cpu_activity_1h,0.001
active-18,3,ACTIVE,low_cpu_activity_1h,0.001
active-18,4,ACTIVE,low_cpu_activity_1h,0.001
active-18,5,ACTIVE,low_cpu_activity_1h,0.001
active-18,6,ACTIVE,low_cpu_activity_1h,0.001
active-18,7,ACTIVE,low_cpu_activity_1h,0.001
active-18,8,ACTIVE,low_cpu_activity_1h,0.001
active-18,9,ACTIVE,low_cpu_activity_1h,0.001
active-19,0,ACTIVE,Running_state,
active-19,1,ACTIVE,Running_state,0.073
active-19,2,ACTIVE,Running_state,0.073
active-19,3,ACTIVE,Running_state,0.07
active-19,4,ACTIVE,Running_state,0.073
active-19,5,ACTIVE,Running_state,0.075
active-19,6,ACTIVE,Running_state,0.072
active-19,7,ACTIVE,Running_state,0.075
active-19,8,ACTIVE,Running_state,0.072
active-19,9,ACTIVE,Running_state,0.074
active-2,0,ACTIVE,Running_state,
active-2,1,ACTIVE,Running_state,0.075
active-2,2,ACTIVE,Running_state,0.072
active-2,3,ACTIVE,high_cpu_activity,0.075
active-2,4,ACTIVE,Running_state,0.073
active-2,5,ACTIVE,Running_state,0.074
active-2,6,ACTIVE,high_cpu_activity,0.068
active-2,7,ACTIVE,Running_state,0.076
active-2,8,ACTIVE,Running_state,0.075
active-2,9,ACTIVE,Running_state,0.073
active-20,0,IDLE,cpu_activity_None,
active-20,1,ACTIVE,high_cpu_activity,0.025
active-20,2,ACTIVE,high_cpu_activity,0.025
active-20,3,ACTIVE,Running_state,0.024
active-20,4,ACTIVE,high_cpu_activity,0.025
active-20,5,ACTIVE,Running_state,0.024
active-20,6,ACTIVE,high_cpu_activity,0.022
active-20,7,ACTIVE,high_cpu_activity,0.025
active-20,8,ACTIVE,high_cpu_activity,0.024
active-20,9,ACTIVE,high_cpu_activity,0.023
active-21,0,IDLE,cpu_activity_None,
active-21,1,ACTIVE,low_cpu_activity_1h,0.001
active-21,2,ACTIVE,low_cpu_activity_1h,0.001
active-21,3,ACTIVE,low_cpu_activity_1h,0.001
active-21,4,ACTIVE,low_cpu_activity_1h,0.001
active-21,5,ACTIVE,low_cpu_activity_1h,0.001
active-21,6,ACTIVE,low_cpu_activity_1h,0.001
active-21,7,ACTIVE,low_cpu_activity_1h,0.001
active-21,8,ACTIVE,low_cpu_activity_1h,0.001
active-21,9,ACTIVE,low_cpu_activity_1h,0.001
active-22,0,IDLE,cpu_activity_None,
active-22,1,ACTIVE,high_cpu_activity,0.072
active-22,2,ACTIVE,Running_state,0.075
active-22,3,ACTIVE,high_cpu_activity,0.072
active-22,4,ACTIVE,Running_state,0.072
active-22,5,ACTIVE,Running_state,0.072
active-22,6,ACTIVE,Running_state,0.076
active-22,7,ACTIVE,Running_state,0.075
active-22,8,ACTIVE,Running_state,0.072
active-22,9,ACTIVE,Running_state,0.075
active-23,0,IDLE,cpu_activity_None,
active-23,1,ACTIVE,low_cpu_activity_1h,0.001
active-23,2,ACTIVE,low_cpu_activity_1h,0.001
active-23,3,ACTIVE,low_cpu_activity_1h,0.001
active-23,4,ACTIVE,low_cpu_activity_1h,0.001
active-23,5,ACTIVE,low_cpu_activity_1h,0.001
active-23,6,ACTIVE,low_cpu_activity_1h,0.001
active-23,7,ACTIVE,low_cpu_activity_1h,0.001
active-23,8,ACTIVE,low_cpu_activity_1h,0.001
active-23,9,ACTIVE,low_cpu_activity_1h,0.001
active-24,0,IDLE,cpu_activity_None,
active-24,1,ACTIVE,high_cpu_activity,0.024
active-24,2,ACTIVE,high_cpu_activity,0.024
active-24,3,ACTIVE,Running_state,0.022
active-24,4,ACTIVE,high_cpu_activity,0.024
active-24,5,ACTIVE,high_cpu_activity,0.024
active-24,6,ACTIVE,high_cpu_activity,0.025
active-24,7,ACTIVE,high_cpu_activity,0.024
active-24,8,ACTIVE,high_cpu_activity,0.023
active-24,9,ACTIVE,high_cpu_activity,0.024
active-25,0,ACTIVE,Running_state,
active-25,1,ACTIVE,Running_state,0.072
active-25,2,ACTIVE,Running_state,0.072
active-25,3,ACTIVE,Running_state,0.075
active-25,4,ACTIVE,high_cpu_activity,0.071
active-25,5,ACTIVE,Running_state,0.074
active-25,6,ACTIVE,Running_state,0.075
active-25,7,ACTIVE,Running_state,0.072
active-25,8,ACTIVE,high_cpu_activity,0.073
active-25,9,ACTIVE,high_cpu_activity,0.072
active-26,0,IDLE,cpu_activity_None,
active-26,1,ACTIVE,low_cpu_activity_1h,0.001
active-26,2,ACTIVE,low_cpu_activity_1h,0.001
active-26,3,ACTIVE,low_cpu_activity_1h,0.001
active-26,4,ACTIVE,Running_state,0.001
active-26,5,ACTIVE,low_cpu_activity_1h,0.001
active-26,6,ACTIVE,low_cpu_activity_1h,0.001
active-26,7,ACTIVE,low_cpu_activity_1h,0.001
active-26,8,ACTIVE,low_cpu_activity_1h,0.001
active-26,9,ACTIVE,low_cpu_activity_1h,0.001
active-27,0,IDLE,cpu_activity_None,
active-27,1,ACTIVE,Running_state,0.041
active-27,2,ACTIVE,high_cpu_activity,0.039
active-27,3,ACTIVE,high_cpu_activity,0.04
active-27,4,ACTIVE,high_cpu_activity,0.042
active-27,5,ACTIVE,high_cpu_activity,0.038
active-27,6,ACTIVE,Running_state,0.036
active-27,7,ACTIVE,Running_state,0.037
active-27,8,ACTIVE,Running_state,0.038
active-27,9,ACTIVE,high_cpu_activity,0.041
active-28,0,IDLE,cpu_activity_None,
active-28,1,ACTIVE,low_cpu_activity_1h,0.001
active-28,2,ACTIVE,low_cpu_activity_1h,0.001
active-28,3,ACTIVE,low_cpu_activity_1h,0.001
active-28,4,ACTIVE,low_cpu_activity_1h,0.001
active-28,5,ACTIVE,low_cpu_activity_1h,0.001
active-28,6,ACTIVE,low_cpu_activity_1h,0.001
active-28,7,ACTIVE,low_cpu_activity_1h,0.001
active-28,8,ACTIVE,low_cpu_activity_1h,0.001
active-28,9,ACTIVE,low_cpu_activity_1h,0.001
active-29,0,IDLE,cpu_activity_None,
active-29,1,ACTIVE,low_cpu_activity_1h,0.001
active-29,2,ACTIVE,low_cpu_activity_1h,0.001
active-29,3,ACTIVE,low_cpu_activity_1h,0.001
active-29,4,ACTIVE,low_cpu_activity_1h,0.001
active-29,5,ACTIVE,low_cpu_activity_1h,0.001
active-29,6,ACTIVE,low_cpu_activity_1h,0.001
active-29,7,ACTIVE,low_cpu_activity_1h,0.001
active-29,8,ACTIVE,low_cpu_activity_1h,0.001
active-29,9,ACTIVE,low_cpu_activity_1h,0.001
active-3,0,ACTIVE,Running_state,
active-3,1,ACTIVE,high_cpu_activity,0.073
active-3,2,ACTIVE,Running_state,0.071
active-3,3,ACTIVE,Running_state,0.07
active-3,4,ACTIVE,Running_state,0.075
active-3,5,ACTIVE,Running_state,0.075
active-3,6,ACTIVE,high_cpu_activity,0.071
active-3,7,ACTIVE,Running_state,0.073
active-3,8,ACTIVE,high_cpu_activity,0.07
active-3,9,ACTIVE,high_cpu_activity,0.075
active-30,0,IDLE,cpu_activity_None,
active-30,1,ACTIVE,low_cpu_activity_1h,0.001
active-30,2,ACTIVE,low_cpu_activity_1h,0.001
active-30,3,ACTIVE,low_cpu_activity_1h,0.001
active-30,4,ACTIVE,low_cpu_activity_1h,0.001
active-30,5,ACTIVE,low_cpu_activity_1h,0.001
active-30,6,ACTIVE,low_cpu_activity_1h,0.001
active-30,7,ACTIVE,low_cpu_activity_1h,0.001
active-30,8,ACTIVE,low_cpu_activity_1h,0.001
active-30,9,ACTIVE,low_cpu_activity_1h,0.001
active-31,0,ACTIVE,Running_state,
active-31,1,ACTIVE,high_cpu_activity,0.024
active-31,2,ACTIVE,high_cpu_activity,0.023
active-31,3,ACTIVE,high_cpu_activity,0.026
active-31,4,ACTIVE,high_cpu_activity,0.025
active-31,5,ACTIVE,high_cpu_activity,0.024
active-31,6,ACTIVE,high_cpu_activity,0.022
active-31,7,ACTIVE,high_cpu_activity,0.022
active-31,8,ACTIVE,high_cpu_activity,0.024
active-31,9,ACTIVE,high_cpu_activity,0.022
active-32,0,IDLE,cpu_activity_None,
active-32,1,ACTIVE,high_cpu_activity,0.038
active-32,2,ACTIVE,high_cpu_activity,0.04
active-32,3,ACTIVE,Running_state,0.039
active-32,4,ACTIVE,high_cpu_activity,0.038
active-32,5,ACTIVE,Running_state,0.039
active-32,6,ACTIVE,high_cpu_activity,0.042
active-32,7,ACTIVE,high_cpu_activity,0.036
active-32,8,ACTIVE,Running_state,0.038
active-32,9,ACTIVE,high_cpu_activity,0.038
active-33,0,IDLE,cpu_activity_None,
active-33,1,ACTIVE,low_cpu_activity_1h,0.001
active-33,2,ACTIVE,low_cpu_activity_1h,0.001
active-33,3,ACTIVE,low_cpu_activity_1h,0.001
active-33,4,ACTIVE,low_cpu_activity_1h,0.001
active-33,5,ACTIVE,low_cpu_activity_1h,0.001
active-33,6,ACTIVE,low_cpu_activity_1h,0.001
active-33,7,ACTIVE,low_cpu_activity_1h,0.001
active-33,8,ACTIVE,low_cpu_activity_1h,0.001
active-33,9,ACTIVE,low_cpu_activity_1h,0.001
active-34,0,IDLE,cpu_activity_None,
active-34,1,ACTIVE,low_cpu_activity_1h,0.001
active-34,2,ACTIVE,low_cpu_activity_1h,0.001
active-34,3,ACTIVE,low_cpu_activity_1h,0.001
active-34,4,ACTIVE,low_cpu_activity_1h,0.001
active-34,5,ACTIVE,low_cpu_activity_1h,0.001
active-34,6,ACTIVE,low_cpu_activity_1h,0.001
active-34,7,ACTIVE,low_cpu_activity_1h,0.001
active-34,8,ACTIVE,low_cpu_activity_1h,0.001
active-34,9,ACTIVE,low_cpu_activity_1h,0.001
active-35,0,ACTIVE,Running_state,
active-35,1,ACTIVE,high_cpu_activity,0.072
active-35,2,ACTIVE,Running_state,0.073
active-35,3,ACTIVE,Running_state,0.075
active-35,4,ACTIVE,Running_state,0.074
active-35,5,ACTIVE,high_cpu_activity,0.072
active-35,6,ACTIVE,Running_state,0.075
active-35,7,ACTIVE,high_cpu_activity,0.07
active-35,8,ACTIVE,Running_state,0.071
active-35,9,ACTIVE,high_cpu_activity,0.077
active-36,0,IDLE,cpu_activity_None,
active-36,1,ACTIVE,high_cpu_activity,0.039
active-36,2,ACTIVE,Running_state,0.04
active-36,3,ACTIVE,Running_state,0.043
active-36,4,ACTIVE,high_cpu_activity,0.038
active-36,5,ACTIVE,high_cpu_activity,0.037
active-36,6,ACTIVE,Running_state,0.038
active-36,7,ACTIVE,Running_state,0.038
active-36,8,ACTIVE,Running_state,0.037
active-36,9,ACTIVE,high_cpu_activity,0.037
active-37,0,IDLE,cpu_activity_None,
active-37,1,ACTIVE,low_cpu_activity_1h,0.001
active-37,2,ACTIVE,low_cpu_activity_1h,0.001
active-37,3,ACTIVE,low_cpu_activity_1h,0.001
active-37,4,ACTIVE,low_cpu_activity_1h,0.001
active-37,5,ACTIVE,low_cpu_activity_1h,0.001
active-37,6,ACTIVE,low_cpu_activity_1h,0.001
active-37,7,ACTIVE,low_cpu_activity_1h,0.001
active-37,8,ACTIVE,low_cpu_activity_1h,0.001
active-37,9,ACTIVE,low_cpu_activity_1h,0.001
active-38,0,ACTIVE,Running_state,
active-38,1,ACTIVE,high_cpu_activity,0.04
active-38,2,ACTIVE,high_cpu_activity,0.041
active-38,3,ACTIVE,Running_state,0.039
active-38,4,ACTIVE,high_cpu_activity,0.04
active-38,5,ACTIVE,high_cpu_activity,0.043
active-38,6,ACTIVE,Running_state,0.038
active-38,7,ACTIVE,high_cpu_activity,0.038
active-38,8,ACTIVE,high_cpu_activity,0.038
active-38,9,ACTIVE,high_cpu_activity,0.037
active-39,0,ACTIVE,Running_state,
active-39,1,ACTIVE,high_cpu_activity,0.038
active-39,2,ACTIVE,high_cpu_activity,0.041
active-39,3,ACTIVE,high_cpu_activity,0.037
active-39,4,ACTIVE,high_cpu_activity,0.04
active-39,5,ACTIVE,Running_state,0.041
active-39,6,ACTIVE,Running_state,0.038
active-39,7,ACTIVE,high_cpu_activity,0.037
active-39,8,ACTIVE,high_cpu_activity,0.037
active-39,9,ACTIVE,Running_state,0.037
active-4,0,ACTIVE,Running_state,
active-4,1,ACTIVE,Running_state,0.07
active-4,2,ACTIVE,high_cpu_activity,0.076
active-4,3,ACTIVE,high_cpu_activity,0.068
active-4,4,ACTIVE,Running_state,0.073
active-4,5,ACTIVE,Running_state,0.074
active-4,6,ACTIVE,Running_state,0.068
active-4,7,ACTIVE,Running_state,0.072
active-4,8,ACTIVE,Running_state,0.072
active-4,9,ACTIVE,Running_state,0.071
active-40,0,IDLE,cpu_activity_None,
active-40,1,ACTIVE,low_cpu_activity_1h,0.001
active-40,2,ACTIVE,low_cpu_activity_1h,0.001
active-40,3,ACTIVE,low_cpu_activity_1h,0.001
active-40,4,ACTIVE,low_cpu_activity_1h,0.001
active-40,5,ACTIVE,low_cpu_activity_1h,0.001
active-40,6,ACTIVE,low_cpu_activity_1h,0.002
active-40,7,ACTIVE,low_cpu_activity_1h,0.002
active-40,8,ACTIVE,low_cpu_activity_1h,0.002
active-40,9,ACTIVE,low_cpu_activity_1h,0.001
active-41,0,IDLE,cpu_activity_None,
active-41,1,ACTIVE,low_cpu_activity_1h,0.001
active-41,2,ACTIVE,low_cpu_activity_1h,0.001
active-41,3,ACTIVE,low_cpu_activity_1h,0.001
active-41,4,ACTIVE,low_cpu_activity_1h,0.001
active-41,5,ACTIVE,low_cpu_activity_1h,0.001
active-41,6,ACTIVE,low_cpu_activity_1h,0.002
active-41,7,ACTIVE,low_cpu_activity_1h,0.001
active-41,8,ACTIVE,low_cpu_activity_1h,0.001
active-41,9,ACTIVE,low_cpu_activity_1h,0.001
active-42,0,IDLE,cpu_activity_None,
active-42,1,ACTIVE,low_cpu_activity_1h,0.001
active-42,2,ACTIVE,low_cpu_activity_1h,0.001
active-42,3,ACTIVE,low_cpu_activity_1h,0.001
active-42,4,ACTIVE,low_cpu_activity_1h,0.001
active-42,5,ACTIVE,low_cpu_activity_1h,0.001
active-42,6,ACTIVE,low_cpu_activity_1h,0.001
active-42,7,ACTIVE,low_cpu_activity_1h,0.001
active-42,8,ACTIVE,low_cpu_activity_1h,0.001
active-42,9,ACTIVE,low_cpu_activity_1h,0.001
active-43,0,IDLE,cpu_activity_None,
active-43,1,ACTIVE,high_cpu_activity,0.024
active-43,2,ACTIVE,high_cpu_activity,0.023
active-43,3,ACTIVE,high_cpu_activity,0.022
active-43,4,ACTIVE,high_cpu_activity,0.026
active-43,5,ACTIVE,high_cpu_activity,0.025
active-43,6,ACTIVE,high_cpu_activity,0.024
active-43,7,ACTIVE,high_cpu_activity,0.024
active-43,8,ACTIVE,high_cpu_activity,0.023
active-43,9,ACTIVE,high_cpu_activity,0.024
active-44,0,IDLE,cpu_activity_None,
active-44,1,ACTIVE,low_cpu_activity_1h,0.001
active-44,2,ACTIVE,low_cpu_activity_1h,0.001
active-44,3,ACTIVE,low_cpu_activity_1h,0.001
active-44,4,ACTIVE,low_cpu_activity_1h,0.001
active-44,5,ACTIVE,low_cpu_activity_1h,0.001
active-44,6,ACTIVE,low_cpu_activity_1h,0.001
active-44,7,ACTIVE,low_cpu_activity_1h,0.001
active-44,8,ACTIVE,low_cpu_activity_1h,0.001
active-44,9,ACTIVE,low_cpu_activity_1h,0.001
active-45,0,IDLE,cpu_activity_None,
active-45,1,ACTIVE,low_cpu_activity_1h,0.001
active-45,2,ACTIVE,low_cpu_activity_1h,0.001
active-45,3,ACTIVE,low_cpu_activity_1h,0.002
active-45,4,ACTIVE,low_cpu_activity_1h,0.001
active-45,5,ACTIVE,low_cpu_activity_1h,0.001
active-45,6,ACTIVE,low_cpu_activity_1h,0.001
active-45,7,ACTIVE,low_cpu_activity_1h,0.001
active-45,8,ACTIVE,low_cpu_activity_1h,0.001
active-45,9,ACTIVE,low_cpu_activity_1h,0.001
active-46,0,ACTIVE,Running_state,
active-46,1,ACTIVE,Running_state,0.072
active-46,2,ACTIVE,high_cpu_activity,0.069
active-46,3,ACTIVE,Running_state,0.074
active-46,4,ACTIVE,high_cpu_activity,0.072
active-46,5,ACTIVE,Running_state,0.074
active-46,6,ACTIVE,Running_state,0.072
active-46,7,ACTIVE,high_cpu_activity,0.072
active-46,8,ACTIVE,Running_state,0.071
active-46,9,ACTIVE,high_cpu_activity,0.079
active-47,0,IDLE,cpu_activity_None,
active-47,1,ACTIVE,high_cpu_activity,0.026
active-47,2,ACTIVE,high_cpu_activity,0.025
active-47,3,ACTIVE,high_cpu_activity,0.026
active-47,4,ACTIVE,high_cpu_activity,0.026
active-47,5,ACTIVE,high_cpu_activity,0.022
active-47,6,ACTIVE,high_cpu_activity,0.022
active-47,7,ACTIVE,high_cpu_activity,0.024
active-47,8,ACTIVE,high_cpu_activity,0.023
active-47,9,ACTIVE,high_cpu_activity,0.024
active-48,0,IDLE,cpu_activity_None,
active-48,1,ACTIVE,Running_state,0.024
active-48,2,ACTIVE,high_cpu_activity,0.023
active-48,3,ACTIVE,high_cpu_activity,0.025
active-48,4,ACTIVE,Running_state,0.024
active-48,5,ACTIVE,high_cpu_activity,0.022
active-48,6,ACTIVE,high_cpu_activity,0.024
active-48,7,ACTIVE,high_cpu_activity,0.024
active-48,8,ACTIVE,high_cpu_activity,0.022
active-48,9,ACTIVE,high_cpu_activity,0.022
active-49,0,IDLE,cpu_activity_None,
active-49,1,ACTIVE,high_cpu_activity,0.024
active-49,2,ACTIVE,high_cpu_activity,0.024
active-49,3,ACTIVE,high_cpu_activity,0.023
active-49,4,ACTIVE,high_cpu_activity,0.025
active-49,5,ACTIVE,high_cpu_activity,0.025
active-49,6,ACTIVE,Running_state,0.022
active-49,7,ACTIVE,Running_state,0.021
active-49,8,ACTIVE,high_cpu_activity,0.022
active-49,9,ACTIVE,high_cpu_activity,0.025
active-5,0,IDLE,cpu_activity_None,
active-5,1,ACTIVE,low_cpu_activity_1h,0.001
active-5,2,ACTIVE,low_cpu_activity_1h,0.001
active-5,3,ACTIVE,low_cpu_activity_1h,0.001
active-5,4,ACTIVE,low_cpu_activity_1h,0.001
active-5,5,ACTIVE,low_cpu_activity_1h,0.001
active-5,6,ACTIVE,low_cpu_activity_1h,0.001
active-5,7,ACTIVE,low_cpu_activity_1h,0.001
active-5,8,ACTIVE,low_cpu_activity_1h,0.001
active-5,9,ACTIVE,low_cpu_activity_1h,0.001
active-50,0,IDLE,cpu_activity_None,
active-50,1,ACTIVE,low_cpu_activity_1h,0.001
active-50,2,ACTIVE,low_cpu_activity_1h,0.001
active-50,3,ACTIVE,low_cpu_activity_1h,0.002
active-50,4,ACTIVE,low_cpu_activity_1h,0.002
active-50,5,ACTIVE,low_cpu_activity_1h,0.001
active-50,6,ACTIVE,low_cpu_activity_1h,0.001
active-50,7,ACTIVE,low_cpu_activity_1h,0.001
active-50,8,ACTIVE,low_cpu_activity_1h,0.001
active-50,9,ACTIVE,low_cpu_activity_1h,0.001
active-51,0,IDLE,cpu_activity_None,
active-51,1,ACTIVE,low_cpu_activity_1h,0.001
active-51,2,ACTIVE,low_cpu_activity_1h,0.001
active-51,3,ACTIVE,low_cpu_activity_1h,0.001
active-51,4,ACTIVE,low_cpu_activity_1h,0.001
active-51,5,ACTIVE,low_cpu_activity_1h,0.001
active-51,6,ACTIVE,low_cpu_activity_1h,0.001
active-51,7,ACTIVE,low_cpu_activity_1h,0.001
active-51,8,ACTIVE,low_cpu_activity_1h,0.001
active-51,9,ACTIVE,low_cpu_activity_1h,0.001
active-52,0,IDLE,cpu_activity_None,
active-52,1,ACTIVE,low_cpu_activity_1h,0.001
active-52,2,ACTIVE,low_cpu_activity_1h,0.001
active-52,3,ACTIVE,low_cpu_activity_1h,0.001
active-52,4,ACTIVE,low_cpu_activity_1h,0.001
active-52,5,ACTIVE,low_cpu_activity_1h,0.001
active-52,6,ACTIVE,low_cpu_activity_1h,0.001
active-52,7,ACTIVE,low_cpu_activity_1h,0.001
active-52,8,ACTIVE,low_cpu_activity_1h,0.001
active-52,9,ACTIVE,low_cpu_activity_1h,0.001
active-53,0,IDLE,cpu_activity_None,
active-53,1,ACTIVE,low_cpu_activity_1h,0.001
active-53,2,ACTIVE,low_cpu_activity_1h,0.001
active-53,3,ACTIVE,low_cpu_activity_1h,0.001
active-53,4,ACTIVE,low_cpu_activity_1h,0.001
active-53,5,ACTIVE,low_cpu_activity_1h,0.001
active-53,6,ACTIVE,low_cpu_activity_1h,0.001
active-53,7,ACTIVE,low_cpu_activity_1h,0.001
active-53,8,ACTIVE,low_cpu_activity_1h,0.001
active-53,9,ACTIVE,low_cpu_activity_1h,0.001
active-54,0,IDLE,cpu_activity_None,
active-54,1,ACTIVE,low_cpu_activity_1h,0.001
active-54,2,ACTIVE,low_cpu_activity_1h,0.001
active-54,3,ACTIVE,low_cpu_activity_1h,0.001
active-54,4,ACTIVE,low_cpu_activity_1h,0.001
active-54,5,ACTIVE,low_cpu_activity_1h,0.001
active-54,6,ACTIVE,low_cpu_activity_1h,0.001
active-54,7,ACTIVE,low_cpu_activity_1h,0.001
active-54,8,ACTIVE,low_cpu_activity_1h,0.001
active-54,9,ACTIVE,low_cpu_activity_1h,0.001
active-55,0,ACTIVE,Running_state,
active-55,1,ACTIVE,high_cpu_activity,0.04
active-55,2,ACTIVE,high_cpu_activity,0.039
active-55,3,ACTIVE,high_cpu_activity,0.041
active-55,4,ACTIVE,high_cpu_activity,0.039
active-55,5,ACTIVE,Running_state,0.043
active-55,6,ACTIVE,Running_state,0.041
active-55,7,ACTIVE,high_cpu_activity,0.037
active-55,8,ACTIVE,high_cpu_activity,0.038
active-55,9,ACTIVE,Running_state,0.039
active-56,0,IDLE,cpu_activity_None,
active-56,1,ACTIVE,low_cpu_activity_1h,0.001
active-56,2,ACTIVE,low_cpu_activity_1h,0.001
active-56,3,ACTIVE,low_cpu_activity_1h,0.001
active-56,4,ACTIVE,low_cpu_activity_1h,0.001
active-56,5,ACTIVE,low_cpu_activity_1h,0.001
active-56,6,ACTIVE,low_cpu_activity_1h,0.001
active-56,7,ACTIVE,low_cpu_activity_1h,0.001
active-56,8,ACTIVE,low_cpu_activity_1h,0.001
